N,MSW93_Order,MSW93_Family,MSW93_Genus,MSW93_Species,MSW93_Binomial,1-1_ActivityCycle,5-1_AdultBodyMass_g,8-1_AdultForearmLen_mm,13-1_AdultHeadBodyLen_mm,2-1_AgeatEyeOpening_d,3-1_AgeatFirstBirth_d,18-1_BasalMetRate_mLO2hr,5-2_BasalMetRateMass_g,6-1_DietBreadth,7-1_DispersalAge_d,9-1_GestationLen_d,12-1_HabitatBreadth,22-1_HomeRange_km2,22-2_HomeRange_Indiv_km2,14-1_InterBirthInterval_d,15-1_LitterSize,16-1_LittersPerYear,17-1_MaxLongevity_m,5-3_NeonateBodyMass_g,13-2_NeonateHeadBodyLen_mm,21-1_PopulationDensity_n/km2,10-1_PopulationGrpSize,23-1_SexualMaturityAge_d,10-2_SocialGrpSize,24-1_TeatNumber,12-2_Terrestriality,6-2_TrophicLevel,25-1_WeaningAge_d,5-4_WeaningBodyMass_g,13-3_WeaningHeadBodyLen_mm,5-5_AdultBodyMass_g_EXT,16-2_LittersPerYear_EXT,5-6_NeonateBodyMass_g_EXT,5-7_WeaningBodyMass_g_EXT,26-1_GR_Area_km2,26-2_GR_MaxLat_dd,26-3_GR_MinLat_dd,26-4_GR_MRLat_dd,26-5_GR_MaxLong_dd,26-6_GR_MinLong_dd,26-7_GR_MRLong_dd,27-1_HuPopDen_Min_n/km2,27-2_HuPopDen_Mean_n/km2,27-3_HuPopDen_5p_n/km2,27-4_HuPopDen_Change,28-1_Precip_Mean_mm,28-2_Temp_Mean_01degC,30-1_AET_Mean_mm,30-2_PET_Mean_mm
471,Diprotodontia,Potoroidae,Caloprymnus,campestris,Caloprymnus_campestris,1,931,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
472,Didelphimorphia,Didelphidae,Caluromys,derbianus,Caluromys_derbianus,1,330,NA,231,NA,NA,215.11,344,3,NA,NA,1,NA,NA,NA,3.14,NA,60,NA,NA,12,NA,219.32,1,NA,2,2,NA,NA,NA,NA,NA,NA,NA,678553,20.73,-2.92,8.9,-76.63,-98.33,-87.48,2,53.45,3,0.14,189.71,234.61,1341.7,1596.59
473,Didelphimorphia,Didelphidae,Caluromys,lanatus,Caluromys_lanatus,1,352,NA,273.29,NA,NA,NA,NA,4,NA,NA,2,NA,NA,NA,NA,NA,60,NA,NA,NA,NA,NA,1,NA,2,2,NA,NA,NA,NA,NA,NA,NA,3683731,9.07,-28.1,-9.51,-53.2,-77.39,-65.29,0,5.36,0,0.13,175.31,245.59,1392.87,1501.45
474,Didelphimorphia,Didelphidae,Caluromys,philander,Caluromys_philander,1,246,NA,224.27,75,334.58,NA,NA,4,NA,24,2,0.01,0.02,166.5,4.16,2,76,0.2,9.99,62.8,NA,266.22,1,7,2,2,119.99,23,NA,NA,NA,NA,NA,3212264,12.2,-24.58,-6.19,-40.35,-72.87,-56.61,0,39.68,0,0.12,144.03,239.14,1356.51,1583.7
475,Didelphimorphia,Didelphidae,Caluromysiops,irrupta,Caluromysiops_irrupta,1,259,NA,234.52,NA,NA,NA,NA,3,NA,NA,1,NA,NA,NA,2,NA,94,NA,NA,8.98,NA,NA,1,NA,2,2,NA,NA,NA,NA,NA,NA,NA,188864,-9.34,-12.69,-11.01,-61.99,-73.48,-67.73,0,3.51,0,0.27,189.96,246.03,1362.63,1563.51
476,Artiodactyla,Camelidae,Camelus,bactrianus,Camelus_bactrianus,NA,547000,NA,NA,NA,1460,NA,NA,2,NA,398,1,NA,NA,730,1,1,480,34400,NA,0.06,NA,1219.46,6.2,NA,1,1,373.06,NA,NA,NA,NA,NA,NA,188693,44.71,37.98,41.34,97.58,90.75,94.17,0,1.83,0,0.01,9.94,53.72,66.85,612.43
477,Artiodactyla,Camelidae,Camelus,dromedarius,Camelus_dromedarius,3,488000,NA,NA,NA,1738.31,40293,407000,3,NA,386.52,1,200,NA,614.41,1,1,480,36800,NA,0.97,11,1670.09,10,NA,1,1,389.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
478,Rodentia,Muridae,Canariomys,tamarani,Canariomys_tamarani,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
479,Carnivora,Canidae,Canis,adustus,Canis_adustus,1,10400,NA,749.6,NA,NA,NA,NA,6,330,64.99,1,1.02,0.89,NA,4.72,NA,137,NA,NA,0.74,NA,213.4,NA,8,1,2,52.72,NA,NA,NA,NA,NA,NA,10581413,16.72,-28.73,-6,43.55,-17.53,13,0,35.2,1,0.14,90.75,236.51,922.9,1534.4
480,Carnivora,Canidae,Canis,aureus,Canis_aureus,2,9680,NA,832.28,7.5,NA,NA,NA,6,NA,61.24,1,2.96,2.64,365,4.24,NA,192,212,NA,0.23,NA,323.18,NA,8,1,2,61.1,NA,NA,NA,1.11,NA,NA,25739527,47,-4.71,21.14,108.54,-17.05,45.74,0,79.29,0,0.1,44.61,217.23,438.02,1358.98
481,Carnivora,Canidae,Canis,latrans,Canis_latrans,2,12000,NA,877.4,11.94,365,3699,10450,1,255,61.74,1,19,16.8,365,5.69,NA,262,200,NA,0.25,NA,319.38,NA,8,1,3,43.71,NA,NA,NA,1.11,NA,NA,17099094,71.39,8.02,39.7,-67.07,-168.12,-117.6,0,27.27,0,0.06,53.03,58.18,503.02,728.37
482,Carnivora,Canidae,Canis,lupus,Canis_lupus,2,35000,NA,1057.07,14.01,547.5,11254.2,33100,1,180,63.24,1,164,21.8,365,4.97,2,354,474,NA,0.01,NA,565.58,NA,10,1,3,42.13,NA,NA,NA,NA,NA,NA,50803441,83.27,11.48,47.38,179.65,-171.84,3.9,0,37.87,0,0.04,34.79,4.82,313.33,561.11
483,Carnivora,Canidae,Canis,mesomelas,Canis_mesomelas,2,8330,NA,711.33,NA,NA,NA,NA,6,270,62.5,1,12,10.6,273.75,3.64,NA,168,177,NA,0.74,NA,204.76,NA,8,1,2,32.05,NA,NA,NA,1.29,NA,NA,6248780,16.47,-34.83,-9.18,51.41,11.71,31.56,0,30.81,0,0.11,49.27,213.33,661.36,1468.1
484,Carnivora,Canidae,Canis,rufus,Canis_rufus,2,26700,NA,1078.26,NA,NA,NA,NA,1,NA,61.99,1,60.6,55.6,365,5.24,NA,240,NA,NA,NA,NA,697.5,NA,8,1,3,NA,NA,NA,NA,1.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
485,Carnivora,Canidae,Canis,simensis,Canis_simensis,3,14400,NA,943.58,NA,NA,NA,NA,1,180,63.77,1,4.21,4.25,365,NA,NA,NA,NA,NA,1.2,NA,658.09,NA,8,1,3,69.15,NA,NA,NA,1.11,NA,NA,11403,13.31,6.55,9.93,39.96,38.02,38.99,30,99.87,30,0.15,83.87,99.03,931.35,1471.36
486,Rodentia,Muridae,Cannomys,badius,Cannomys_badius,NA,472,NA,NA,NA,NA,172,344,NA,NA,41.49,NA,NA,NA,NA,2,NA,39.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.57,NA,NA,NA,NA,NA,NA,818286,27.85,11.82,19.83,105.88,84.65,95.26,4,86.5,9,0.07,159.67,213.64,1063.45,1473.54
487,Rodentia,Muridae,Cansumys,canus,Cansumys_canus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,267131,35.6,31.09,33.34,115.62,102.25,108.94,4,218.11,8,0.06,58.53,103.16,742.53,877.6
488,Cetacea,Neobalaenidae,Caperea,marginata,Caperea_marginata,NA,32000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
489,Artiodactyla,Bovidae,Capra,caucasica,Capra_caucasica,NA,63300,NA,NA,NA,NA,NA,NA,2,NA,153.53,NA,NA,NA,365,1,1,228.96,3850,NA,NA,NA,732.49,NA,NA,NA,1,55.72,NA,NA,NA,NA,NA,NA,32782,43.82,40.83,42.33,48.52,40,44.26,9,40.22,10.5,0.02,57.31,-9.89,612.18,710.43
490,Artiodactyla,Bovidae,Capra,cylindricornis,Capra_cylindricornis,NA,57500,NA,NA,NA,NA,NA,NA,NA,NA,154.99,NA,NA,NA,NA,1,NA,264,NA,NA,NA,NA,879.28,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
491,Artiodactyla,Bovidae,Capra,falconeri,Capra_falconeri,3,53600,NA,1589.99,NA,730,NA,NA,2,NA,167.98,1,NA,NA,NA,1.73,NA,168,NA,NA,NA,11,879.28,NA,NA,1,1,167.29,NA,NA,NA,NA,NA,NA,155076,38.9,28.84,33.87,75.48,65.04,70.26,4,88.36,12,0.16,22.18,108.54,340.32,1154.28
492,Artiodactyla,Bovidae,Capra,hircus,Capra_hircus,NA,46900,NA,NA,NA,669.16,NA,NA,2,NA,156,NA,99.5,43.5,365,1.5,NA,249.6,2140,375.56,7.69,NA,419.67,NA,3,NA,1,158.04,NA,NA,NA,1.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
493,Artiodactyla,Bovidae,Capra,ibex,Capra_ibex,NA,69300,NA,NA,NA,912.5,NA,NA,2,NA,167.49,1,NA,NA,547.5,1,NA,267.6,2780,NA,NA,NA,758.52,NA,3,1,1,111.75,15700,NA,NA,0.9,NA,NA,145098,47.9,43.76,45.83,15.5,4.76,10.13,12,135.27,26,0.03,87.78,42.76,586.2,627.49
494,Artiodactyla,Bovidae,Capra,nubiana,Capra_nubiana,NA,47600,NA,NA,NA,NA,NA,NA,NA,NA,149.99,NA,NA,NA,NA,1,NA,204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,177987,32.88,14.18,23.53,57.13,31.5,44.31,0,13.75,1,0.18,7.67,208.54,137.73,1393.38
495,Artiodactyla,Bovidae,Capra,pyrenaica,Capra_pyrenaica,NA,60200,NA,1200,NA,NA,NA,NA,2,NA,149.99,NA,0.65,0.47,NA,1.5,NA,192,NA,NA,NA,NA,NA,NA,3,NA,1,NA,NA,NA,NA,NA,NA,NA,110473,42.03,36.01,39.02,2.38,-6.64,-2.13,3,72.31,7,0.01,42.64,131.93,478.71,1032.54
496,Artiodactyla,Bovidae,Capra,sibirica,Capra_sibirica,NA,130000,NA,NA,NA,NA,NA,NA,NA,NA,175,NA,NA,NA,NA,NA,NA,267,3640,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2802214,55.63,31.43,43.53,106.03,61.59,83.81,0,23.15,1,0.09,20.81,-12.88,271.47,677.11
497,Artiodactyla,Bovidae,Capra,walie,Capra_walie,NA,99400,NA,NA,NA,NA,NA,NA,NA,NA,157.49,1,NA,NA,NA,1,NA,NA,NA,NA,4.13,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,4295,13.63,13.07,13.35,38.75,37.94,38.34,30,63.17,30,0.16,81.2,206.38,764.2,1590.35
498,Artiodactyla,Cervidae,Capreolus,capreolus,Capreolus_capreolus,2,22400,NA,NA,NA,730,78470,190000,NA,NA,161.53,1,0.52,0.45,365,1.76,NA,204,1210,NA,7.72,NA,391.76,NA,NA,1,NA,79.75,NA,NA,NA,1.11,NA,NA,6777178,67.62,34.89,51.25,54.05,-8.46,22.79,0,101.79,4,0.01,55.04,73.59,450.28,610.1
499,Artiodactyla,Cervidae,Capreolus,pygargus,Capreolus_pygargus,2,41000,NA,1319.99,NA,NA,NA,NA,NA,NA,290,1,0.99,0.9,NA,2,NA,NA,1920,NA,80,NA,769.84,NA,NA,1,NA,135.21,NA,NA,NA,NA,NA,NA,9816966,62.64,31.25,46.94,139.56,41.85,90.7,0,26.62,0,0.01,32.33,-14.85,367.7,511.78
500,Lagomorpha,Leporidae,Caprolagus,hispidus,Caprolagus_hispidus,1,2500,NA,460.23,NA,NA,NA,NA,3,NA,39.99,2,0.00415,0.00375,NA,3.46,2.81,NA,NA,NA,NA,NA,NA,2,NA,1,1,NA,NA,NA,NA,NA,NA,NA,44515,29.25,26.07,27.66,92.77,80,86.39,94,341.45,117,0.11,128.92,236.21,939.6,1234.6
501,Rodentia,Capromyidae,Capromys,pilorides,Capromys_pilorides,NA,5200,NA,NA,NA,NA,604.9,2630,3,NA,125,1,NA,NA,NA,2,NA,136,199,NA,NA,NA,274.16,NA,4,2,2,146.13,NA,NA,NA,NA,NA,NA,109411,23.19,19.82,21.51,-74.13,-84.95,-79.54,2,104.74,16,0.02,103.29,252.28,1271,1782.03
502,Carnivora,Felidae,Caracal,caracal,Caracal_caracal,1,12000,NA,743.52,9.97,456.25,NA,NA,1,364.99,71.47,1,294,254,365,2.99,NA,204,196,NA,NA,NA,384.59,NA,NA,1,3,116.36,NA,NA,NA,1.11,NA,NA,26609097,45.85,-34.83,5.5,81.04,-17.53,31.75,0,39.44,0,0.12,40.03,221.57,455.81,1387.61
503,Rodentia,Dipodidae,Cardiocranius,paradoxus,Cardiocranius_paradoxus,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,1,NA,NA,NA,NA,NA,NA,NA,NA,1329094,51.32,38.8,45.06,119.2,75.14,97.17,0,6.81,0,0.04,16.47,14.96,206.59,577.3
504,Chiroptera,Megadermatidae,Cardioderma,cor,Cardioderma_cor,NA,26.2,54,NA,NA,NA,NA,NA,2,NA,92.66,1,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,2,3,57.3,NA,NA,NA,NA,NA,NA,2892360,18,-10.53,3.73,51.41,31.39,41.4,0,39.85,2,0.11,55.07,232.39,704.56,1613.35
505,Chiroptera,Phyllostomidae,Carollia,brevicauda,Carollia_brevicauda,NA,14.7,40.24,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,0.98,NA,NA,NA,NA,NA,1000,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,11615943,23.25,-23.05,0.09,-34.79,-100.12,-67.45,0,25.68,0,0.12,155.22,240.49,1310.39,1560.88
506,Chiroptera,Phyllostomidae,Carollia,castanea,Carollia_castanea,NA,13.1,36.18,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,0.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,4881459,16.02,-18.71,-1.34,-51.64,-88.14,-69.89,0,24.23,0,0.12,171.15,236.15,1395.44,1587.12
507,Chiroptera,Phyllostomidae,Carollia,perspicillata,Carollia_perspicillata,1,19.1,42.5,60,0,410.62,31.43,14.9,3,NA,114.89,1,NA,NA,159,1,2,148.8,4.9,17.6,NA,55,258.54,NA,NA,2,2,36.2,12.2,NA,NA,NA,NA,NA,14098731,21.62,-29.91,-4.14,-34.79,-98.21,-66.5,0,26.25,0,0.11,149.5,236.85,1288.14,1519.79
508,Chiroptera,Phyllostomidae,Carollia,subrufa,Carollia_subrufa,NA,15.7,38.95,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,0.98,2,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,330695,18.12,4.56,11.34,-57.15,-94.01,-75.58,0,70.67,0,0.1,143.06,232.26,1398.75,1697.37
509,Rodentia,Muridae,Carpomys,melanurus,Carpomys_melanurus,NA,NA,NA,199.99,NA,NA,NA,NA,3,NA,NA,1,NA,NA,222,1.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,6.01,NA,NA,223,1.43,NA,NA,404,16.96,16.75,16.86,120.97,120.76,120.86,93,93,93,0.09,316,180,1443,1557
510,Rodentia,Muridae,Carpomys,phaeurus,Carpomys_phaeurus,NA,NA,NA,185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,179,NA,NA,NA,230,16.91,16.76,16.83,120.99,120.82,120.9,93,93,93,0.09,316,180,1443,1557
511,Rodentia,Echimyidae,Carterodon,sulcidens,Carterodon_sulcidens,NA,114,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,456432,-12.64,-21.02,-16.83,-41.44,-48.22,-44.83,1,24.09,3,0.06,114.85,210.78,1069.7,1408.89
512,Chiroptera,Pteropodidae,Casinycteris,argynnis,Casinycteris_argynnis,NA,28.2,56,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,0.98,NA,NA,4.54,44.33,NA,1.5,NA,1,NA,2,1,NA,NA,NA,NA,NA,NA,NA,1040596,3.82,-7.09,-1.63,28.42,11.01,19.72,1,12.04,1,0.14,149.06,244.46,1470.12,1586.1
513,Rodentia,Castoridae,Castor,canadensis,Castor_canadensis,2,18100,NA,759.07,0.5,NA,NA,NA,3,714.87,111.87,3,0.06,0.05,NA,3.5,1,180,415,NA,0.6,NA,586.19,5.1,4,1,1,47.75,NA,NA,NA,NA,NA,NA,15377760,69.71,25.44,47.57,-55.61,-166.19,-110.9,0,19.02,0,0.05,52.36,39.86,465.52,632.25
514,Rodentia,Castoridae,Castor,fiber,Castor_fiber,NA,19000,NA,NA,NA,912.5,NA,NA,1,NA,106.57,NA,NA,NA,NA,2.99,1,300,551,NA,NA,NA,915.61,NA,NA,NA,1,59.83,4200,NA,NA,NA,NA,NA,2929214,70.96,43.33,57.14,109.21,4.01,56.61,0,40.01,1,-0.00677,45.01,23.3,368.57,382.36
515,Artiodactyla,Tayassuidae,Catagonus,wagneri,Catagonus_wagneri,3,35200,140.6,1031.82,NA,730,NA,NA,6,NA,152.08,1,7.11,7.41,NA,2.45,NA,108,600,NA,9.24,4.5,773.65,5.75,8,1,2,59.66,NA,NA,NA,NA,NA,NA,329881,-19.59,-26.58,-23.08,-58.41,-64.64,-61.53,0,1.67,0,0.11,62.93,221.21,843.76,1163.15
516,Carnivora,Felidae,Catopuma,badia,Catopuma_badia,NA,3430,NA,551.55,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,261512,6.54,-0.86,2.84,118.13,112.02,115.07,1,12.38,2,0.21,278.55,227.89,1686.79,1711.63
517,Carnivora,Felidae,Catopuma,temminckii,Catopuma_temminckii,NA,7740,NA,892.44,NA,NA,NA,NA,1,NA,99.32,1,NA,NA,NA,1.22,NA,216,166,199.99,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA,NA,NA,NA,3437287,29.71,-5.94,11.88,120.98,87.31,104.15,1,147.92,5,0.09,156.56,197.24,1175.95,1416.65
518,Rodentia,Caviidae,Cavia,aperea,Cavia_aperea,2,524,NA,NA,NA,NA,NA,NA,1,NA,61.87,2,0.000933,0.000833,NA,2.14,5,NA,58.6,NA,1830,NA,57.08,NA,2,1,1,20.67,143,NA,NA,NA,NA,NA,6171300,10.58,-39.01,-14.21,-35.63,-79.01,-57.32,0,35.11,1,0.09,110.01,199.61,1080.55,1355.27
519,Rodentia,Caviidae,Cavia,fulgida,Cavia_fulgida,NA,283,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1.35,5,NA,NA,NA,NA,NA,NA,NA,2,1,NA,20.74,NA,NA,NA,NA,NA,NA,293803,-12.32,-24.22,-18.27,-38.12,-46.85,-42.48,7,207.08,13,0.06,125.59,210.43,1271.41,1476.92
520,Rodentia,Caviidae,Cavia,magna,Cavia_magna,NA,460,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,2,1,NA,20.74,NA,NA,NA,NA,NA,NA,178491,-25.86,-34.97,-30.42,-48.47,-55.45,-51.96,3,53.58,5,0.06,119.18,166.22,1050.43,1211.45
521,Rodentia,Caviidae,Cavia,porcellus,Cavia_porcellus,NA,728,NA,NA,NA,NA,NA,NA,NA,NA,67,1,NA,NA,NA,3.98,5,177.6,80.2,NA,NA,NA,59.06,NA,2,1,NA,16.63,213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
522,Rodentia,Caviidae,Cavia,tschudii,Cavia_tschudii,NA,1000,NA,NA,NA,NA,NA,NA,NA,NA,63,2,NA,NA,NA,1.9,5,NA,NA,NA,NA,NA,NA,NA,2,1,NA,20.74,NA,NA,NA,NA,NA,NA,1337430,-6.33,-27.68,-17,-57.64,-80.05,-68.85,0,23.82,1,0.12,91.24,163.41,973.18,1404.93
523,Primates,Cebidae,Cebus,albifrons,Cebus_albifrons,3,2520,NA,384.87,NA,1467.3,NA,NA,5,NA,158.49,2,0.54,0.1,547.5,1,NA,528,232,NA,16.8,NA,1313.76,25,NA,2,2,268.57,920,NA,NA,0.9,NA,NA,3105886,11.56,-13.21,-0.82,-55.24,-81,-68.12,0,8.75,0,0.11,192.99,252.69,1466.66,1559.7
524,Primates,Cebidae,Cebus,apella,Cebus_apella,3,2760,NA,434.99,NA,2058.6,NA,NA,6,NA,154.99,2,1.15,1.26,657,1,NA,541.2,232,NA,23.9,NA,1642.49,7.9,NA,2,2,261.41,1110,NA,NA,0.82,NA,NA,10830499,7.12,-29.8,-11.34,-34.79,-78.14,-56.46,0,20.19,0,0.11,153.99,240.85,1290.6,1515.06
525,Primates,Cebidae,Cebus,capucinus,Cebus_capucinus,3,3010,NA,378.4,NA,1460,NA,NA,4,NA,161.12,2,0.35,0.44,790.83,1,NA,657.6,239,NA,27.5,NA,1902.38,18.15,NA,2,2,510.73,1350,NA,NA,0.75,NA,NA,431038,16.02,1.46,8.74,-74.85,-88.77,-81.81,2,50.9,3,0.14,216.57,240.5,1382.23,1666.97
526,Primates,Cebidae,Cebus,olivaceus,Cebus_olivaceus,3,2800,NA,404.72,NA,2190,NA,NA,4,NA,NA,2,1.73,1.79,792.05,1.01,NA,492,NA,NA,24.6,NA,2190,11.45,NA,2,2,721.15,NA,NA,NA,0.75,NA,NA,1484240,11.37,-1.8,4.78,-49.88,-70.6,-60.24,0,14.75,0,0.13,155.52,248.83,1476.63,1703.14
527,Rodentia,Muridae,Celaenomys,silaceus,Celaenomys_silaceus,NA,NA,NA,195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,208,NA,NA,NA,749,17.06,16.67,16.87,121,120.79,120.9,62,89.35,62,0.00418,276.36,203.99,1422.34,1557
528,Chiroptera,Emballonuridae,Centronycteris,maximiliani,Centronycteris_maximiliani,1,23,45.49,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,0.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,NA,7052361,19.36,-20.3,-0.47,-34.79,-96.4,-65.59,0,25.34,0,0.1,161.29,247.21,1356.19,1592.14
529,Chiroptera,Phyllostomidae,Centurio,senex,Centurio_senex,NA,22.9,44,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,0.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,2107463,26.26,5.05,15.65,-60.78,-108.71,-84.74,0,58.61,3,0.12,126.65,232.97,1224.39,1627.36
530,Artiodactyla,Bovidae,Cephalophus,adersi,Cephalophus_adersi,NA,9250,NA,690,NA,NA,NA,NA,4,NA,120,1,NA,NA,NA,1,NA,48.96,NA,NA,3.66,1.5,NA,NA,4,1,1,NA,NA,NA,NA,NA,NA,NA,3824,-3.09,-6.47,-4.78,40.13,39.18,39.65,39,187.17,39,0.19,71.5,256.5,1011.99,1963.94
531,Artiodactyla,Bovidae,Cephalophus,callipygus,Cephalophus_callipygus,3,18800,NA,1016.16,NA,NA,NA,NA,3,NA,NA,1,0.32,0.28,NA,NA,NA,NA,2800,NA,NA,NA,NA,NA,4,1,1,NA,NA,NA,NA,NA,NA,NA,788398,5.23,-6.05,-0.41,22.7,8.69,15.7,0,12.47,1,0.08,150.69,245.14,1312.4,1510.43
532,Artiodactyla,Bovidae,Cephalophus,dorsalis,Cephalophus_dorsalis,1,20000,NA,849.99,NA,760.41,NA,NA,4,NA,238,1,0.27,0.24,NA,1,NA,204.96,1620,NA,NA,NA,465.58,1,4,1,2,NA,NA,NA,NA,NA,NA,NA,2874503,9.35,-7.06,1.14,30.66,-13.29,8.68,0,34.08,1,0.12,151.81,244.44,1371.07,1558.56
533,Artiodactyla,Bovidae,Cephalophus,harveyi,Cephalophus_harveyi,NA,14500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
534,Artiodactyla,Bovidae,Cephalophus,jentinki,Cephalophus_jentinki,1,67500,NA,1350,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,1,NA,210,4590,NA,0.1,NA,NA,NA,4,NA,1,NA,NA,NA,NA,NA,NA,NA,130952,9.22,4.35,6.79,-4.91,-13.2,-9.05,4,55.44,8,0.06,210.72,251.5,1345.35,1553.43
535,Artiodactyla,Bovidae,Cephalophus,leucogaster,Cephalophus_leucogaster,3,13000,NA,940.19,NA,NA,NA,NA,5,NA,NA,1,NA,NA,NA,1,NA,63.96,NA,NA,NA,NA,NA,NA,4,1,2,NA,NA,NA,NA,NA,NA,NA,1396673,5.15,-6.05,-0.45,30.64,8.69,19.67,0,19.68,1,0.11,145.99,239.75,1385.58,1555.72
536,Artiodactyla,Bovidae,Cephalophus,maxwellii,Cephalophus_maxwellii,2,8440,NA,846.8,NA,1095,NA,NA,7,NA,205,1,NA,NA,NA,1,NA,147,828,NA,5.89,NA,291.81,1.95,4,1,2,60.09,NA,NA,NA,NA,NA,NA,1214156,13.85,4.35,9.1,6.79,-16.82,-5.01,3,78.43,8,0.11,146.15,261.68,1134.69,1563.7
537,Artiodactyla,Bovidae,Cephalophus,monticola,Cephalophus_monticola,3,4860,NA,693.13,NA,577.91,1806,4200,3,NA,205,1,NA,NA,265,1,NA,144,709,NA,35.7,NA,304.73,1.9,4,1,2,25.64,NA,NA,NA,1.31,NA,NA,6552146,9.54,-34.44,-12.45,40.52,5.92,23.22,0,33.48,1,0.15,118.15,229.51,1145.04,1523.17
538,Artiodactyla,Bovidae,Cephalophus,natalensis,Cephalophus_natalensis,3,12000,NA,787.08,NA,NA,NA,NA,4,NA,212.97,1,0.06,0.06,235,1,NA,180,958,NA,6.87,NA,NA,2,4,1,1,NA,NA,NA,NA,1.39,NA,NA,1208751,-7.38,-31.13,-19.25,40.84,29.23,35.03,1,37.4,2,0.17,79.36,228.97,924.61,1494.49
